Review	Label
요즘 상담원의 자세가 매우 불쾌합니다[SEP]목소리도 불친절 상담한 내용을 제대로 이해를 못하고 엉뚱한 답변을 하고 고객이 다시 물었을 때 맞다고[SEP]당당하게 불친절한 목소리로 대답하고 고객님 죄송하다는 사과 한마디 안하고 상담을 종료하더라[SEP]고요 상담하고 나서 정말 불쾌하고 어이 없었어요[SEP]꼭 개선되기 바랍니다	1
무이자 할부기간을 최대 12개월 사용 원함	3
삼성카드 전화해서 디지털로 연결될 때 상담원 연결이 없어 5분 이상 헤매고 이것 저것 다 눌러 봐도 상담원 연결이 안 되 답답하네요	9
친절도 매 유부족	1
카드 사용자의 맞는 이벤트 문자로 보내주면 좋겠 습니다	3
다른 상담 사랑 통화했는데 팩스가 들어왔다는 데 안 들어왔다 고함	1
아무리 잘 모른다고 자기가 많이 아는 게 저보다 마니 안다고 해도 그런 식으로 응대하는 거 아닌 거 같네요	1
말을 자꾸 끊어서 짜증났습니다	1
좀더 고객입장에서 설명 필요	1
아주 친절하네요[SEP]감사합니다	1
타카드에서는 카드이용 시 한도부족 시엔 곧바로 연락이 와서 한도를 상향해 주더군요	16
다른 회사 상담 사 분께 잘 몰라서 불안한 마음으로 문의했는데 내가 문의한 것에 대해 좋은 정보를 이야기해 주어서 마음도 기쁘고 안심이 되었습니다	16
상담 연결 대기 시간이 좀 걸림 상담 사분들 바쁘신 거 알지만 전화 후 연결 대기 시간이 엄청 김	2
삼성카드 앱이 좀 이용하기 어려운 거 같아요	9
상담 직원이 너무 친절하게 응대해 주셨어요	1
얼굴은 보이지 않지만 미소 짓는 얼굴로 상담했으면 좋겠네요[SEP]제가 상담했던[SEP]언니는 통화 목소리에 미소가 없어서 조금 아쉬웠어요	1
친절하게 잘 처리해 주셔서 감사합니다	1
탈퇴라[SEP]그런지 친절은 거의 없고 삭막하고 매우 빠르게 얘기해서 알아들을 수도 없네요[SEP]카드가 많아서 정리하는 거고 삼성카드 앱 편하고 오늘 전 까지는 직원도 친절해서 호감 갖고 있었는데 향후에 재사용 계획 있었음 오늘 그 마음 접게 됩니다	1
상담원이 상당히 불친절했네요[SEP]삼성카드가 직원교육부터 똑바로 시키셔야겠네요	1
상담원과 통화가 너무 어렵습니다	2
친절하게 처리해 주셔서 감사합니다	1
최초 전화 연결 시 카드사용한도 안내가 너무 길어서 상담원 연결이 길고 지루하게 느껴집니다[SEP]카드사용한도 안내 없애주세요	9
삼성 존나 병시 같아요[SEP]엄격한 게 아니라 머리가 딸리는 거겠지 분 활 안되는 카드 사가 어딧어요 이럴 거면 삼성카드 안 만들었지 븅신같은 삼성	6
늘 수고하십니다	16
친절한 상담에 감사 드립 니다 수고하세요	1
상담원과 연결 이라는 멘트가 없어서 매우 불편함	9
카드사와 연계된 보험 전화가 많이 오는데 그건 수신거부하고 싶네요[SEP]카드는 만족 스럽습니다	13
앱 반응이 느려요[SEP]계속 오 타가 나더라[SEP]구요	9
친절한 상담감사합니다	1
다른 회사는 상담 사와의 연결시간이 짧아서 좋았다	16
재난 지원금 주소지가 서울 인데 가능합니까	8
친절 하세요 감사합니다	1
상담하시는 분들 모두 친절해요 만족함니다	1
6번 질문과 동일한 답변입니다	0
상담원과의 연결까지 대기 시간이 너무 길다	2
수고하십시요	16
서비스를 만들면 홈페이지에 반영했음 좋겠다 예 이 마트 트레이 더스 이 워드는 홈페이지에서 사용실적을 확인할 수 없음 무조건 전화상담해야 함	9
고객이 필요한 것을 정확하게 알아듣기 쉽게 설명 부탁드립니다	1
상담 시 상담원이 업무를 숙지하여 안내 부탁 드립 니다 오후에 통화한 상담원과 통화하여 처리 하 엿 습니다[SEP]오전에 상담원께 선 불가 하다 안내 하였으나 불가하지 않는 건이었더라고요	1
삼성카드 상담 받기 전에 LGU 상담했었는데 밝고 내가 궁금한 것 들을 친절하게 알려주셔서 상담한 내가 다 기분이 좋았음 오늘 삼성 상담은 그냥 그랬음	1
감사합니다[SEP]친절하셔서	1
친절함에 감사	1
상담 직원 분 굉장히 친절합니다	1
ARS 기계음은 짧게 바로 상담 직원 연결로 수고하세요	9
다른 회사는 상담원 연결이 빠르다	16
화면으로 보는 게 익숙하지 않아서 아직은 불편하네요	9
카드요금 이중 출금 같은 경우는 상담원을 통한 문의밖에 없는 듯	6
통화가 어렵다	2
친절한 설명 감사	1
대기 시간이 짧아 좋습니다	2
전화 연결이 바로 되어 다른 상담보다 감사했습니다	2
귀찮은 느낌이 팍팍 내는 사원은 기분이 나빠요[SEP]그리고 물어본 것 외에 이것저것 더 물어보면 건성으로 대답해 주는 인재도 많았어[SEP]서 싫었어요	1
매우 만족합니다	16
고객이 질문하는 부분에 대해 자세한 설명이 필요 스크립트를 보며 기계적으로 읽는 말투에 화가 남	1
친절과 정확하게 응대를 하였다	1
친절해서 너무 좋았어요	1
블루 베리 이용 중 배송이 늦거나 지연되거나 사고가 발생하면 문 자라도 부탁 드립니다[SEP]기다리는 입장에서는 짜증나네요	11
상담 직원과 연결하는 절차가 너무 복잡합니다	9
OOO 상담과장님 덩 말 친절하십니다	1
Ars로 할 건지 디지털로 할 건지 물어보고 링크를 날 렀으면 좋겠다	9
연결이 신속	2
친절은 역 쉬 삼성카드입니다	1
상담원님 너무 친절하시네요[SEP]감사합니다	1
삼성카드 사는 빵점	15
고객 입장에서 생각 하고 입 무처리 하였으면 좋겠습니다	1
친절하게 상담 해 주셔 감사합니다	1
기다리는 시간이 짧았으면 좋겠다	2
ARS 서비스를 기다리기 위해 너무 많은 말을 들어야 함	9
너무 친절하게 설명해 주어서 감사합니다	1
말투가 약간 짜증이 섞이신 거 같아 짜증나네요	1
응대가 불친절함 무엇이 잘못되었는지 전혀 이해를 못하고 있음 고객 정보에 대한 이해를 제대로 못하고 있음	1
대출 상환 할려 구하는데 찾기가 너무 어려움	6
매우 친절하고 신속하게 처리해 주셨습니다[SEP]감사합니다	1
전체적으로 직원 분들 신속 친절 처리에 만족합니다	1
상담원 연결이 어렵다	2
디지털 상담 받기 싫어요	9
좀더 천천히 본인만 말하지 마시고 상대가 듣고 이해하는지 설명해 준다면 좋겠네요	1
통화 할 때 너무 늦게 통화가 되어 답답해 습니다	2
최근 앱 접속이 잘 안되고 있어요	9
항상 친절한 상담 감사 드립니다	1
신속한 연결	2
디지털 ars 이용 시 상담원 연결하기까지 절차가 너무 복잡합니다[SEP]간소화 해 주세요	9
상담원에 연결하기가 어렵습니다	2
화면 보면서 하는 디지털 ARS 화면이 좀 어려운 거 같아요[SEP]그리고 누르는 ARS 연결이 바로 됐으면 좋겠는데 디지털 ARS가 먼저 되니까 불편하네요	9
앱으로 처리하려니[SEP]힘드네요	9
친절한 목소리에 항상 감사합니다	1
친절한 상담입니다	1
친절하고 만족합니다	1
누르는 ARs가 너무너무 불편합니다[SEP]원하는 메뉴를 찾는 것도 불편하고 막상 찾아도 결국 상담원 연결이고 특히 운전 중에 블루투스로 간단한 문의사항 있어서 고객센터 연결하는데 뭘 자꾸 누르라 고 화면에 떠서 너무너무 불편하여 굉장히 힘들게 연결했습니다[SEP]홈쇼핑도 음성 안내 누르는 ARS 두 가지 선택하게 되는데 이번 고객센터통화는 너무 어렵고 불편했습니다	9
앱에서 잘 확인이 안되는 것이 있다 물론 어딘가에 있을 수 있는데 내가 찿기가 힘들어 상담했다	9
수고하십시오	16
앱 통해서 신청 확인하기 어렵다	9
만족합니다	16
노인도 있으니 말을 천천히 해 주셨으면 고맙겠읍니다[SEP]감사합니다	1
항상 친절하게 상담해 주어 매우 만족합니다	1
친절 하세 욥	1
홈페이지 정신없이 만들지 말고 광고질 그만 하고 직관적으로 만들어서 상담 없이도 문제가 해결되면 상담 통화량이 30 프로 줄어들 것으로 생각됨	9
5번 문항 해당 없슴	0
친절 감사합니다	1
상담원 모드 친절 하심	1
나같이 메일이나 앱을 못하는 사람을 위해 비밀번호와 생년월일을 한번만 입력해 놓으면 다음에는 비밀번호만 입력하면 안될까 하고 충언 드립니다	9
상 다원 연결시간이 너무 오래 걸림	2
상담원 분이 친절하셨어요	1
디지털 ars 인터페이스가 상담 원 연결로 이어지기 어려운 것 같음	9
상담 직원 연결 시 빨리 연결 되었음 합니다[SEP]감사합니다	2
넘친 절했어요	1
수고 많으십니[SEP]다 감사합니다	16
통화가 잘 안됨	2
이벤트 많이 했으면 좋겠어요	3
상담원 연결이 빠른 거 인상적이다	2
상담 사와 통화하고 싶은데 카 톡이나 모바일 문자로 넘어가는 게 불편함	9
의견이 없어요[SEP]아주 만족합니다	16
앱 사용이 너무너무 복자 하다	9
상담원 연결만 빨리 되면 좋습니다	2
ars 답변 순서가 너무 길어서 많이 불편 합 니 디 조금 간단하게 해 주었으면 합니다[SEP]그리고 상담원 연결을 했는데도 다른 멘트가 나오니 답답한 일이요 이점 시정 좀 해 주세요	9
타사보다 상담원 연결이 빠름	2
감사 합니다	16
고객이 말을 제대로 알아듣지 못할 때 다시 한번 천천히 다시 말해 주면 좋을 듯 싶네요	1
상담 사 연결이 어려워	2
화면 보면서 진행하는 상담은 어려워요[SEP]제가 익숙하지 않 아서겠죠[SEP]고맙습니다	9
무이자 할부행사 부탁요	3
대기 시간이 짧다	2
할인가능한 혜택은 개개인이 링크하지 않고 바로 할인될 수 있게 해 주세요 결제 후에 알게 되는 경우가 많습니다[SEP]혜택이 아니라 내 노력의 댓가라는 생각이 드는 경우가 많습니다	3
보이는 ARS는 없애고 상담 사 바로 연결 됫으면 좋겟습니다[SEP]보이는 ARS는 원하는 게 없는 경우가 많 습니다[SEP]또 선택 없이 바로 보이는 ARS로 넘어가는 게 싫습니다	9
연회비가 나에게는 비싸다	6
응대는 쉬운 말로 천천히 해 줬으면 감사하겠습니다	1
디지털 ARS의 사용은 젊은 고객층에게 좋지만 연령 대를 고려하여 상담원 통화와 디지털 ARS의 선택이 있었으면 좋겠습니다	9
02로 시작 되는 전화가 와서 유 호기간이 남았는데도 카드를 바꾸라는 전화 아주 싫습니다	13
상담 사 와의 연결이 너무 늦습니다	2
체크카드 분야 불친절	1
상담원 분들 친절하십니다	1
타 카드사보다 상담원 연결이 빨라서 좋아요	2
친절한 응대감사합니다	1
친절한 상담만으로 매우 만족합니다	1
친절하셔서 감사했습니다	1
친절하고 빠른 답변해 주셔서 감사합니다	1
친절 응대감사	1
친절하시고 목소리도 예쁘셔서 상담감사합니다	1
상담원 분 정말 친절하시고 목소리도 예쁘셔서 상담이 편했어요	1
디지털 ars 자동 연결 좀 안되게 해 주세요 앱 멀쩡하게 있는데 전화 러 한 건 전화로 처리할 업무가 있어서 인데 무조건 디지털 ars 거쳐야 해서 몹시 불편합니다	9
친절해서 좋았어요	1
친절하게 상담해 주셔서 감사합니다	1
매우 만족	16
대기 시간이 짧아서 좋았습니다	2
매우 만족해요	16
현재까지 는 만족합니다	16
너무 감사 드려요 친절하게 해 주셔서	1
대기 시간이 짧아 시 좋았습니다	2
대체로 만족	16
즐 건하루 되세요	16
친절 친절 감사 감사	1
전화 걸면 상담 연결이 어렵습니다	2
다른 카드사에 비해 대기 시간이 짧아졌다	2
상담원 말 속도가 너무 빨라서 부담스럽네요	1
결제금액 확정일 이전에도 할부 한 건 등에 대해서 다음달 결제 예정인 할부금액들 선택해서 결제하고 한도 회복될 수 있었으면 좋겠어요	6
친절하게 상담해 주셨습니다	1
상담 직원이 친절하게 잘 해 주었음	1
만족입니다	16
친절하게 잘 응대해 주셨어요	1
친절했어요	1
보이는 ARS 최고로 잘되어 있어요[SEP]역시 삼성입니다	9
더 원카드 연회비가 너무 비싸고 별 쓸모가 없는 듯합니다	6
친절하게 상담해 주셔서 감사합니다	1
마케팅 광고전화 안 왔으면 좋겠어요	13
카드앱은 너무 복잡하다 비전문가인 내가 봐도 개선방향이 보이는데 전문가 집단이 만들었을 게 분명한 앱이 이렀다는 건 일부러 복잡하고 어렵게 만들어 헷갈리고 실수가 반복되도록 만들었다고[SEP]볼 수밖에 없다 전화비에서 카드 사가 페이벡을 받나	9
친절하시네요	1
친절한 답변과 응대	1
넘 친절함니다	1
ARS 연결 화면 찾기가 불편함	9
신속 정확한 답변을 원함 질문 내용 정확하게 파악하기	1
수고 하심 다	16
힘든 건 알겠지만 저도 몰라서 전화로 물어보는 거 아니겠습니까[SEP]선생님 전문용어 쓰시면서 말하시면서 제가 모른다고 짜 쯩 투로 하시면 서로 기분 잡치고 않 좋겠죠[SEP]무 튼 도와 주셔서 감사합니다[SEP]건강하세요	1
사람이 계속 취소해 달라고 빌었는데도 안 된다고 확인해 달라 해도 안된다 하고 상의 부서 전화 회신 부탁 드립니다	1
수고 감사합니다	16
챗봇을 이용 중에도 상담원 실시간 채팅이 있었으면 좋겠어요	9
친절상담	1
좀더 친절했으면 합니다[SEP]타 카드사나 상담원보다 무뚝뚝한 느낌이네요	1
